Metabolite_name	RefMet_name	CRA002	CRA004	CRA008	CRA009	CRA010	CRA013	CRA014	CRA019	CRA022	CRA023	CRA026	CRA027	CRA033	CRA036	CRA001	CRA003	CRA005	CRA006	CRA007	CRA011	CRA012	CRA015	CRA016	CRA017	CRA018	CRA020	CRA021	CRA024	CRA025	CRA028	CRA029	CRA030	CRA031	CRA032	CRA034	CRA035	CRA037	CRC001	CRC003	CRC004	CRC005	CRC007	CRC008	CRC011	CRC012	CRC014	CRC015	CRC019	CRC023	CRC025	CRC026	CRC027	CRC031	CRC002	CRC006	CRC009	CRC010	CRC013	CRC016	CRC017	CRC018	CRC020	CRC021	CRC022	CRC024	CRC028	CRC029	CRC030	CRC032	CRC033	CRC034	CRC035	HC001	HC002	HC003	HC004	HC006	HC009	HC012	HC015	HC016	HC017	HC018	HC019	HC020	HC021	HC024	HC025	HC026	HC027	HC005	HC007	HC008	HC010	HC011	HC013	HC014	HC022	HC023	HC028	HC029	HC030
2_6-Di-tert-butyl-4-(hydroxymethyl)phenol		77307	79958	47360	59462	47909	81168	91910	67915	99888	54945	70209	44373	67543	51899	37524	68731	40467	27081	48468	30760	79192	77936	37856	91356	68993	64609	28070	128890	79625	53813	78084	77559	107590	92725	54697	78660	85468	77907	84536	76280	74941	99894	96908	116590	109950	82047	83616	99619	71941	98107	89501	79189	79076	52490	58060	90681	90397	81938	99961	73827	75471	90061	41818	87784	67358	53597	40296	51567	38465	97203	79796	47342	66471	87956	84245	61979	83883	101380	79414	96458	79567	82362	105880	65152	65773	87098	73041	88233	100500	103160	76425	74482	72908	97878	56976	75409	92714	72301	90629	88651	101000	90620
2-Acetylresorcinol	2',4',6'-Trihydroxyacetophenone	102970	324040	1299300	229480	157630	317340	818840	1089.1000	8111.2000	59108	2168.7000	1399400	118510	740720	1045400	11094	7309.6000	156770	120260	6614.5000	34163	448160	103420	106850	5907.7000	1657800	88672	154310	29621	36818	30872	733320	115760	1332800	60348	449300	71980	30977	494330	325820	1361800	1086900	43876	44213	112520	621200	416830	1013100	3435200	653110	1164700	851680	1241900	8154200	4692000	603980	757090	24972	313540	3335900	351940	1162900	187470	10290000	340590	107280	15959	19235	132110	334200	33869	98165	857470	1783200	589580	426330	1004800	1561500	1117800	3444400	5133000	1452700	3150900	289930	2019200	55987	470130	196480	326970	3548600	1072800	5383600	906930	2475200	278670	401290	533360	200580	336070	1320400	821460	1273800
2-amino-4-oxovaleric acid	Caproaldehyde	3929800	1427600	2797200	5824600	1108600	2898200	1866800	1002600	2155400	1698900	470510	1335600	1966000	1501300	1708500	4224200	4842000	3027500	3341900	4139000	2303200	2126400	10107000	796820	1211600	3646000	3132700	2948800	491230	1798900	1782400	887180	3089300	702410	1848800	2107600	1015600	719870	1507000	1709800	2383100	1265200	552340	902260	2964200	1130500	1046700	1603700	1142500	964170	1892200	1442600	3815500	2397200	657190	914390	2208100	2392700	970260	1409500	2067500	3979200	2416300	1859700	1675800	1860700	870870	614650	2863000	930200	950910	1066100	856590	1532400	3569200	1091600	2392600	1208900	1114800	2069500	1807600	1173500	5143200	2371800	808530	494370	698260	890720	2202000	2091700	1628300	1259600	396380	2679700	2025300	2396800	1030500	2455100	2191100	3395700	1143800	2625700
2-Aminobenzenesulfonic acid	2-Aminobenzenesulfonic acid	1005100	11052000	412920	126030000	24498	65979	143170	64666	32103	29054	8998.8000	1104300	1667400	14618	465920	276600	99255	260430	572160	16739	59934	165900	77505	25602	9224.5000	1433400	44020	234980	55253	43650	3081.3000	688910	71770	408230	210340	7307500	40697	15436	2810400	58718	2770000	2995900	8790	1665900	2530.3000	10500000	82706	13654000	1466800	185270	231170	23076000	2938900	16957000	597600	5925500	5407.3000	1013300	51899	170160	7272300	1757800	29306000	508910	14937	21276000	4503.7000	8195600	242610	30546000	145290	7271200	31775000	2050200	27500000	442280	3593400	478550	35269000	1677600	501430	11002000	328050	307620	688340	13645	64609	1974900	393150	142350000	2873600	6572300	9188100	107120000	3677800	2228600	13973000	262450	37304000	797880	7940.6000	48449
2-Aminoethanesulfonic Acid	Taurine	717460	7425700	105430000	1928900	5548600	1741600	116650000	17318000	52878000	351490000	167350000	190170000	7685900	121600000	292750000	2177900	5109500	329610	2849700	16049000	122670000	13779000	5661700	1741200	112750000	98259000	4528700	200560000	970980	3971900	304010000	143810000	155050000	105070000	1217200	156440000	118670000	15949000	33754000	171510000	1170300	3397900	4890200	70101000	125950000	126590000	403550	1470000	23460000	35276000	294350000	28429000	307790000	174230000	79109000	48581000	97785000	40083000	34752000	2022900	114880000	63003000	25394000	3614200	76343000	917500	134320000	191390000	354320	72350000	1282700	3111100	7598200	1128200	250260000	997780	118820000	137370000	72883000	126000000	27595000	1306800	123000000	3181000	30644000	155440000	142360000	1410500	192400000	87448000	6891100	29526000	28886000	5635500	6958400	145900000	5843200	47244000	1916000	116850000	30798000	9477800
2-Aminoisobutyric Acid	Aminoisobutyric acid	919600	1057000	116490	325660	1454800	249930	60888	484890	315350	4542500	365840	1764400	1896200	246650	57159	4429500	816430	1423200	1078200	1386400	598890	589470	2191400	12883	350680	1154900	1427200	2055500	12503	308490	2447000	460380	566280	46136	836170	1005200	132240	695310	874850	376990	143010	230740	428720	112430	1111100	229870	45438	1699300	2970900	49450	295610	1087000	533350	519850	163150	30030	1621400	3972300	347980	1304800	1157600	10158000	5499400	184670	1065800	273840	239640	626260	1548800	521100	810320	159140	69607	816080	939490	566350	246730	52693	153700	489630	252670	44973	2103200	668860	104790	616680	321660	262570	296490	154450	174070	151750	71436	130140	211950	1148100	238840	2797600	115180	504950	275500	237090
2-Deoxyribose-5^-phosphate	Deoxyribose 5-phosphate	52301	109590	57640	36333	166480	78158	183910	47195	60813	77416	18888	17009	17423	1355000	108710	17887	5255.6000	33390	33734	22997	32518	61857	38909	120360	18753	44296	30651	35301	51991	112140	50817	119660	39606	100250	114800	171750	50820	88479	216370	174530	87348	941900	58784	31397	20938	86688	35367	259680	74893	71059	359850	122530	229250	62986	31225	120000	32290	46896	216080	175450	153120	79257	1202200	149530	49605	148180	55967	181390	66702	63469	23854	139440	239100	158400	92219	104620	72263	144760	131320	43525	101630	330900	103510	38732	353850	77350	84147	150740	93250	16699	123400	66854	139140	175770	102280	39867	211280	36733	90277	64282	134640	157460
2^-Deoxyuridine	Deoxyuridine	10006000	6325000	594950	2582000	2131000	9620400	670540	1733200	765860	1126700	2354800	6384100	9412000	7022800	2601200	10785000	18236000	432340	6141100	9749400	1947600	2001500	1293300	114900	52739	3815100	15001000	1760200	535120	1381900	1217000	1641900	10817000	170160	8108700	545730	1547200	503310	9468700	1005700	3537400	5242000	2119300	192730	1360700	165390	3928100	8501600	5150400	229600	2817000	6347800	5979600	8367200	4302500	1212200	568990	411710	71479	5999000	1800000	9	487740	2696700	486580	12926000	4102000	10517000	395100	298360	969620	7714000	1677300	5100300	463570	4404000	3806000	3194600	438960	717360	1992900	2141800	4129200	1231000	2325900	214070	3342200	1179100	636410	367850	1924900	6435300	3422600	3754300	1876700	208610	2296400	527330	4427500	3302500	140010	2899500
2-ethyl-2-hydroxybutyric acid	2-Ethyl-2-hydroxybutyric acid	43168	144880	67128	752210	44111	23868000	4810900	15912	30284	64166	24184	403660	39922	201550	951130	3934100	1946300	225370	106360	113750	71604	140810	62056	81541	29243	52631	174750	70255	337460	26473	20463	125620	98599	104200	296960	49721	151520	35094	217930	556390	3455000	1146600	11484000	116370	37932	232730	1042400	1530900	26093000	232400	562920	208370	208250	8908200	178140	46979	62585	44256	46353	14011000	380090	32045	134060	6588100	127020	4110700	4538	3653400	214310	111480	555630	2084200	541610	4031800	74033	41379000	349070	251910	375500	97768	273620	131460	167510	174060	4466800	28939	184160	28544000	156330	79320	1633300	8861400	3991100	3596700	1134300	104810	1041000	53951	1391600	111540	107520	764130
2-(Formylamino)Benzoic Acid	Formylanthranilic acid	2830200	777630	7142400	7167200	2680300	5630500	2191100	1824800	2496200	1324900	596590	4131600	938470	2143400	3656400	4429500	14190000	2686700	3647900	3983700	1054500	3926900	2632400	232610	265290	1006800	5810300	840470	182090	1491100	3452300	3084300	518530	471890	2888500	2877600	2671400	1042900	3340800	4443300	8854700	3076600	2779700	848560	1480000	818580	4332000	4994800	4388200	1065400	2831400	4735000	3666400	6337400	5748300	410830	2432900	572290	1550900	7897300	4104800	1680200	2908200	1764900	3539700	419450	7105700	1638500	2450900	2070100	3696000	1786200	1352700	5262500	4052500	3968700	2428700	1216500	1778000	5188200	2471600	1134000	1109900	7692400	888210	535640	638840	2881400	303180	1067300	6002600	7044100	9928800	3736300	4627900	2046100	6707400	5644700	1941400	1939000	2570900	3320000
2-hexyldecanoic acid	2-Hexyldecanoic acid	9465700	1383900	1697600	5100300	2120400	28640000	517170	1146400	5624700	4748400	3018700	9366300	1907200	873770	735720	4477600	6510000	1704500	18461000	1171500	1193300	1347400	1108100	1663700	1691400	2559700	4446600	2086700	2104400	870160	662520	2420300	6875300	1954100	5427200	2788900	1542500	1174000	4087100	4985400	3943400	8054400	7839000	1407700	1912400	1500000	18337000	26715000	22198000	2268800	4473500	2578200	4630500	9208300	6528500	1675900	1769700	488130	2168500	12441000	5551300	116910	10793000	8270300	1497000	15828000	6538000	7853700	1937600	4208700	9182800	2148200	14947000	14713000	382660	19316000	3687100	1776600	828360	380130	5977700	4830500	1641500	2350200	2207200	2654100	3449600	15722000	518890	3750200	2104600	10593000	6980200	9020700	4497100	1997500	17677000	1616000	11584000	4615400	2506100	7145300
2-Hydroxy-3-Methylbutanoic Acid	2-Hydroxy-3-methylbutyric acid	31357000	3783200	814770	1471500	3236300	495200	575050	5648500	4432400	8595500	3661500	5930600	18339000	555310	454860	376450	487060	3362100	3579700	2538000	19211000	7522600	7222600	160860	2318500	2443700	250750	8111800	53906	1380700	20222000	8151200	9444200	2768000	375710	4628600	1136300	3009600	582730	579830	315840	654540	125900	5003500	6570900	7332600	159620	703280	7453900	2484800	2707300	2876000	1155500	212080	1025400	2518800	8014700	22147000	3140800	1739200	4274600	7008700	2190200	239470	2284800	3851100	14296000	142980	3079300	4830000	293990	318510	290080	723740	2589600	396500	622650	236720	486740	1840600	758120	2065900	2386500	4933500	265280	5400500	5028900	352950	3014000	3442200	234410	368680	285190	396700	986520	6023100	736480	5534100	240340	5196800	3958500	1878900
2-Hydroxy-4-methylvaleric acid	Leucinic acid	78979000	1206100	1101100	2904200	6326500	681740	282460	5953700	7552200	30748000	6971200	40658000	22216000	1232800	848120	356630	1250900	13587000	5160900	7447800	11407000	9971600	18077000	275210	3377000	2231200	568830	9536800	118140	7996900	45427000	17605000	15597000	2156200	451940	13121000	1090000	13602000	1142500	1994100	665170	1134100	298460	8997900	18246000	15039000	160960	1860900	28789000	8685700	4466400	6755000	1475600	579300	1917900	1734300	15170000	21516000	4034300	4434300	8512900	29536000	4632700	371760	8428500	8510000	43407000	211960	12677000	6406700	476840	547990	470840	1833600	10882000	851370	748370	358930	957110	2749200	1217700	2496400	2867700	7722900	422370	5399300	5609000	686340	7971500	10059000	1198400	1122200	787770	791180	2259700	18823000	1735200	9081700	492310	11352000	6343800	5577800
2-Hydroxybutyric acid	2-Hydroxybutyric acid	1255700	203640	429770	557910	277460	314930	105580	1106800	703030	1720400	1125800	712740	2532700	300040	167190	911380	463600	2207400	645580	415350	1602700	638980	1120200	33771	615200	903200	567380	197910	205340	301400	2223000	709250	1135600	456140	372290	804840	549390	2079900	476280	192270	263870	592170	331150	2819100	1793300	1526700	77779	774180	3280000	728480	529290	488280	904580	1043700	223760	223150	1184100	13809000	735120	742170	1133500	947540	436970	239170	789880	506810	2881400	768230	2310200	394380	475350	476980	1764700	619530	339860	164540	160860	965870	315940	1018500	188260	283820	572970	212400	184810	2538200	678020	805820	2222000	1043600	314710	516750	152070	366300	208940	879100	344160	328620	328010	340820	174820	1401000
2-Hydroxyglutaric acid	2-Hydroxyglutaric acid	439940	209750	1650900	342530	172670	159980	2018100	252560	2526400	808170	433810	992910	247000	403650	140770	306220	298790	310720	387610	1169700	3498400	920970	1107100	152700	361990	463500	130890	1048700	168810	1096900	197480	827270	2025800	255070	88156	857270	534600	274890	269790	324270	294590	1401800	142940	3014700	3803100	1285700	55137	562660	1784400	3036800	465410	192300	513060	156430	52129	581440	564610	1456200	308940	553280	591800	4080000	4048500	1480500	609210	629160	483780	115250	419860	210410	220250	415880	2936300	693020	524800	287480	387380	292940	335390	833210	292440	1229800	1618400	1473700	238000	2714200	1925500	594940	656390	384590	353310	321260	147360	666330	773660	253850	300250	4628000	438920	5530100	956980	109350
2-hydroxyhexadecanoic acid	2-Hydroxypalmitic acid	70482000	5018100	20526000	111840000	46959000	63488000	3213200	3205600	3455800	10054000	464480	2377400	635410	1293900	1166900	20219000	28604000	16868000	22401000	5771500	2404900	7815800	195580000	56085000	11683000	19094000	10363000	1636100	8438000	152570000	1496300	35962000	38041000	14793000	44807000	73662000	1151500	21602000	13069000	197800000	41144000	387900000	150180000	988200	2554800	6519200	103880000	310140000	145480000	3693200	33412000	2246700	19028000	21406000	172370000	37244000	12028000	3706800	41257000	95898000	81138000	11007000	14659000	105730000	24120000	80230000	1349900	39694000	27036000	18200000	3652700	81438000	193980000	114990000	6106900	104630000	15005000	9113900	10619000	9630200	42941000	251570000	6288800	1063300	49621000	17984000	4335200	105450000	20885000	9256600	60720000	159910000	210000000	87652000	126870000	78220000	105110000	3358800	179150000	1565900	3633900	2158000
2-Hydroxyhexanoic acid	2-Hydroxyhexanoic acid	70051000	930170	982980	2938400	5027200	545140	231290	5498200	6630700	22517000	7087900	34082000	20937000	995940	711510	324380	1077700	11626000	4569900	5616300	10426000	8096200	16970000	204820	2939300	1984700	557460	8552300	74313	6389300	39860000	15419000	13962000	1613300	447920	11110000	893790	12421000	1061500	2083300	532430	997430	249460	7707100	15522000	12008000	145660	1491100	25961000	7834200	3951400	5716000	1443900	577780	1541000	1628200	13509000	18049000	3651500	3934000	6754400	25393000	3537700	329010	7197900	6952200	37281000	237540	11579000	6124400	411200	459780	397260	1635100	9612000	708080	660080	332640	885940	2501400	1065200	2167100	2227100	6726500	390770	4881000	4796100	632430	7389100	8301600	1148500	1016600	635010	712920	1803200	15917000	1602100	7764100	418360	10383000	5503000	4649900
2-Hydroxyphenylacetic acid	2-Hydroxyphenylacetic acid	2983300	1975000	59593	2124100	14415	154470	87838	5618.2000	7423.5000	86420	7072.8000	146910	58556	47418	201970	113900	145480	8984500	51851	10078	95503	72031	2339100	1443.1000	1796.5000	43071	928900	28855	773.4100	11801	12860	87656	10709	113200	22613000	26715	382550	4677.6000	178890	200610	1305800	63237	95536	115510	32082	86774	175050	85267	158850	168580	277280	359340	54677	1731500	23347	95104	23575	65290	24337	139440	119620	33061	96118	104140	22742	10701000	28115	1635500	9952500	46056	121060	186440	60461	666960	86310	254270	177760	278580	169490	617520	1004900	78597	267630	208510	101460	41320	9178.9000	122040	49301	53686	1223300	604850	415580	184780	311560	67150	592790	271780	155590	290160	30466	934720
2-Methyl-5-nitroimidazole-1-ethanol	Metronidazole	102020	311530	99650	199840	158050	169900	455470	116630	662820	5719000	2330000	401000	127060	150980	427680	121520	121150	1015000	284060	186590	85350	323150	337850	1779.7000	131690	444440	189190	389900	20125	286940	232730	369740	201630	82220	122630	612670	62932	781920	104140	93838	257820	154030	12454	324180	213920	1416500	7686.3000	214390	356380	1105900	191950	229390	134330	96020	51503	235620	234610	263520	49661	154830	289890	114300	71941	60902	70352	283170	29006	200940	574050	157480	26865	144720	459900	293050	507080	205300	286960	191230	183410	385730	336610	175650	424110	173820	191660	459760	82311	147790	343220	476810	219630	150280	413370	221270	81310	952640	401160	341700	204320	188650	197890	200810
2-Methylbenzoic acid	o-Toluic acid	9	2001500	9	36696	40501	9	219440	9	9	1390200	9	9	18604	59874	142990	9	9	9	105290	9	9	9	9	9	9	1170000	9	9	9	9	276140	22034	921110	2872900	9	153830	5607600	9	9	9	9	9	9	9	9	8717900	9	9	9	9	111910	171890	9	9	18786	9	2201300	48959	2098500	9	254490	306710	4619900	17278	91104	9	284780	9	9	5344000	9	9	18684	9	3255500	9	1510000	515950	9	717910	598040	167270	14833	9	213650	415160	4256700	9	6856400	6629400	43502	9	9	269980	36307	1974600	45456	2307300	9	9	398420	71633
2-Methyllactic acid	2-Hydroxyisobutyric acid	1240500	177060	438960	549920	280510	339980	100360	1115700	655170	1810900	1152500	623570	2665500	291750	154530	927760	420320	2180700	594280	435730	1638700	648370	1242100	28689	622240	885800	541500	195160	222630	244710	2300200	703540	1157200	445140	379000	785020	496020	1958000	492190	215400	295890	568960	353670	2850000	1857300	1461000	101110	794620	3392700	721480	585860	494970	967840	1048600	184630	151310	1229100	13053000	768760	725980	1196500	944380	422290	204980	746380	535150	2942300	749190	2224700	425370	417620	442650	1841000	667820	469900	149250	164350	1064200	288530	940900	208760	293240	699730	212140	196810	2459400	714830	797710	2225200	999340	297260	493710	135180	370450	202610	930400	372730	291960	343510	333940	144380	1358200
2-Oxoadipic acid	Oxoadipic acid	42255000	40580000	17813000	40778000	26701000	21732000	43122000	6495100	38466000	39295000	14508000	25313000	36561000	36004000	46422000	33234000	28193000	29077000	41073000	21308000	34612000	50803000	30521000	14461000	23517000	44638000	26560000	15966000	12909000	20559000	16885000	23918000	32313000	47197000	36447000	17953000	46561000	7070700	14157000	25564000	52681000	31960000	26464000	12857000	15920000	27164000	5891000	55406000	51051000	25425000	48840000	19985000	19587000	29718000	10955000	18030000	17675000	23407000	44290000	50990000	32282000	24852000	32368000	45947000	16065000	21607000	17869000	33035000	27888000	18080000	19511000	38525000	35811000	54739000	21384000	49393000	38179000	53332000	56647000	20149000	42241000	64138000	39061000	19280000	39155000	16968000	31271000	51815000	29389000	15676000	53098000	57129000	44267000	58206000	47749000	19872000	49789000	30989000	50476000	35695000	27257000	49653000
